_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,latitude,longitude
65b267f10c009c70acadcd0b,Cadeira de escritório,moveis,434.85,24.0428694706,2023-02-06,Lucas Oliveira,SC,5,cartao_credito,3,-27.45,-50.95
65b267f10c009c70acadcd13,Violão,instrumentos musicais,399.9,21.5765978481,2021-03-06,Isabella Pereira,DF,1,cartao_credito,1,-15.83,-47.86
65b267f10c009c70acadcd14,Bola de vôlei,esporte e lazer,70.32,4.632743624,2021-03-06,Mariana Ferreira,AP,3,cartao_credito,2,1.41,-51.77
65b267f10c009c70acadcd15,Cadeira de escritório,moveis,443.97,24.1663318486,2021-03-06,Felipe Santos,MT,4,cartao_credito,1,-12.64,-55.42
65b267f10c009c70acadcd16,Micro-ondas,eletrodomesticos,1071.07,58.4303706356,2021-03-06,Thiago Silva,SP,3,cartao_credito,10,-22.19,-48.79
65b267f10c009c70acadcd17,Fone de ouvido,eletronicos,90.02,2.3777332499,2021-03-06,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
65b267f10c009c70acadcd18,Cama king,moveis,709.95,35.3871407502,2021-03-06,Rafael Costa,SP,3,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd19,Jogo de tabuleiro,brinquedos,327.7,18.3888869783,2021-03-06,Pedro Gomes,RS,5,cartao_credito,4,-30.17,-53.5
65b267f10c009c70acadcd1a,Tablet ABXY,eletronicos,1085.97,55.4090745302,2021-03-06,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
65b267f10c009c70acadcd1b,Smart TV,eletronicos,1858.38,99.4842487679,2022-03-06,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd1c,Assistente virtual,eletronicos,259.71,11.4132152539,2022-03-06,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd1d,Carrinho controle remoto,brinquedos,74.96,4.879809665,2022-03-06,Rafael Costa,SP,1,cupom,1,-22.19,-48.79
65b267f10c009c70acadcd1e,Kit banquetas,moveis,351.11,16.2799902858,2022-03-06,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd1f,Cubo mágico 8x8,brinquedos,26.28,1.6824568479,2022-03-06,Bruno Rodrigues,MG,4,cartao_credito,1,-18.1,-44.38
65b267f10c009c70acadcd20,Violão,instrumentos musicais,337.65,18.2619726212,2022-03-06,João Souza,GO,5,cartao_credito,2,-15.98,-49.86
65b267f10c009c70acadcd21,Carrinho controle remoto,brinquedos,104.88,3.168983545,2022-03-06,Bianca Santos,BA,5,cartao_credito,8,-13.29,-41.71
65b267f10c009c70acadcd22,Corda de pular,esporte e lazer,28.31,0.0,2022-03-06,Larissa Alves,RJ,5,cartao_credito,1,-22.25,-42.66
65b267f10c009c70acadcd23,Celular Plus X42,eletronicos,2447.29,127.8952691301,2022-03-06,Lucas Oliveira,RJ,4,cartao_credito,1,-22.25,-42.66
65b267f10c009c70acadcd24,Pandeiro,instrumentos musicais,47.31,0.0,2022-03-06,Mariana Ferreira,AP,4,cartao_credito,8,1.41,-51.77
65b267f10c009c70acadcd25,Lavadora de roupas,eletrodomesticos,2074.3,116.8298490334,2022-03-06,João Souza,SP,1,cupom,1,-22.19,-48.79
65b267f10c009c70acadcd26,Poltrona,moveis,366.56,20.0493217647,2023-03-06,Rafael Costa,PR,4,cartao_credito,1,-24.89,-51.55
65b267f10c009c70acadcd27,Jogo de panelas,utilidades domesticas,185.73,10.7779789242,2023-03-06,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
65b267f10c009c70acadcd28,Smart TV,eletronicos,2493.77,133.3168547582,2023-03-06,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
65b267f10c009c70acadcd29,Kit banquetas,moveis,311.37,17.1106202985,2023-03-06,Felipe Santos,RJ,1,cartao_credito,10,-22.25,-42.66
65b267f10c009c70acadcd2a,Dashboards com Power BI,livros,45.83,0.0,2023-03-06,Pedro Gomes,RJ,2,cartao_credito,7,-22.25,-42.66
65b267f10c009c70acadcd2b,Bicicleta,esporte e lazer,956.26,48.5024072503,2023-03-06,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd2c,Kit banquetas,moveis,391.33,18.4215842878,2023-03-06,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd2d,Mochila,esporte e lazer,139.07,8.0920712719,2023-03-06,Lucas Oliveira,RJ,1,cartao_credito,3,-22.25,-42.66
65b267f10c009c70acadcd35,Fogão,eletrodomesticos,612.77,30.2125981069,2021-04-06,Bruno Rodrigues,PR,5,cartao_credito,2,-24.89,-51.55
65b267f10c009c70acadcd36,Bateria,instrumentos musicais,1175.91,60.1981089544,2021-04-06,Isabella Pereira,BA,1,cartao_credito,10,-13.29,-41.71
65b267f10c009c70acadcd37,Iniciando em programação,livros,41.11,2.7200883497,2021-04-06,Isabella Pereira,ES,4,cartao_credito,5,-19.19,-40.34
65b267f10c009c70acadcd38,TV Led UHD 4K,eletronicos,3367.28,176.8819689288,2021-04-06,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd39,Bicicleta,esporte e lazer,881.61,44.5275193276,2021-04-06,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
65b267f10c009c70acadcd3a,Smartwatch,eletronicos,195.92,10.7152765023,2021-04-06,Isabella Pereira,AL,5,boleto,1,-9.62,-36.82
65b267f10c009c70acadcd3b,Assistente virtual,eletronicos,259.64,14.5120610486,2022-04-06,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
65b267f10c009c70acadcd3c,Sofá retrátil,moveis,975.15,49.5082429215,2022-04-06,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
65b267f10c009c70acadcd3d,Secadora de roupas,eletrodomesticos,1662.94,86.1309912715,2022-04-06,Camila Ribeiro,RS,5,cartao_credito,3,-30.17,-53.5
65b267f10c009c70acadcd3e,Mesa de jantar,moveis,396.63,27.498968642,2022-04-06,Rafael Costa,PE,3,cartao_credito,3,-8.38,-37.86
65b267f10c009c70acadcd3f,Ciência de dados com python,livros,79.17,1.8000033911,2022-04-06,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd40,Modelagem preditiva,livros,94.84,5.5762096725,2022-04-06,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd41,Mesa de centro,moveis,294.77,27.3416439164,2022-04-06,Felipe Santos,SP,4,cartao_credito,5,-22.19,-48.79
65b267f10c009c70acadcd42,Dashboards com Power BI,livros,52.31,5.9491664532,2022-04-06,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd43,Celular ABXY,eletronicos,931.34,47.1754922197,2022-04-06,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd4b,Fogão,eletrodomesticos,588.25,31.8536473317,2021-05-06,João Souza,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd4c,Xadrez de madeira,brinquedos,49.98,2.9444105487,2021-05-06,Lucas Oliveira,SP,4,cartao_credito,7,-22.19,-48.79
65b267f10c009c70acadcd4d,Smartwatch,eletronicos,233.93,18.8356831093,2021-05-06,Bianca Santos,MG,5,cartao_credito,5,-18.1,-44.38
65b267f10c009c70acadcd4e,Xadrez de madeira,brinquedos,49.3,9.0046910509,2022-05-06,Larissa Alves,PI,5,cartao_credito,6,-6.6,-42.28
65b267f10c009c70acadcd4f,Panela de pressão,utilidades domesticas,121.44,4.0507537258,2022-05-06,Juliana Costa,GO,5,cartao_credito,3,-15.98,-49.86
65b267f10c009c70acadcd50,Jogo de tabuleiro,brinquedos,176.08,9.9068348054,2022-05-06,Pedro Gomes,RS,4,cartao_credito,2,-30.17,-53.5
65b267f10c009c70acadcd51,Cama king,moveis,502.28,24.3293380054,2022-05-06,João Souza,MG,5,cartao_credito,5,-18.1,-44.38
65b267f10c009c70acadcd52,Secadora de roupas,eletrodomesticos,1191.8,61.0442036509,2022-05-06,Bruno Rodrigues,RS,3,boleto,1,-30.17,-53.5
65b267f10c009c70acadcd53,Cama box,moveis,527.76,25.6860713513,2022-05-06,Juliana Costa,DF,5,cartao_credito,6,-15.83,-47.86
65b267f10c009c70acadcd54,Bicicleta,esporte e lazer,850.57,46.1787088171,2022-05-06,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd55,Lava louças,eletrodomesticos,1996.75,107.0079426205,2022-05-06,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd56,Violão,instrumentos musicais,391.92,21.1573377586,2022-05-06,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd57,Lava louças,eletrodomesticos,1309.35,70.6587962788,2022-05-06,Mariana Ferreira,RJ,1,cartao_credito,1,-22.25,-42.66
65b267f10c009c70acadcd5d,Jogo de tabuleiro,brinquedos,289.61,15.9519657613,2021-06-06,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
65b267f10c009c70acadcd5e,Micro-ondas,eletrodomesticos,991.56,50.3820260536,2021-06-06,Thiago Silva,PR,4,cartao_credito,2,-24.89,-51.55
65b267f10c009c70acadcd5f,Headset,eletronicos,98.17,16.8732853686,2021-06-06,Rafael Costa,RJ,5,cartao_credito,8,-22.25,-42.66
65b267f10c009c70acadcd60,TV Led UHD 4K,eletronicos,3802.9,200.077423408,2021-06-06,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
65b267f10c009c70acadcd61,Headset,eletronicos,282.48,12.6256492525,2021-06-06,Pedro Gomes,SP,5,cartao_credito,7,-22.19,-48.79
65b267f10c009c70acadcd62,Copo térmico,esporte e lazer,61.73,3.5700627,2021-06-06,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd63,Xadrez de madeira,brinquedos,49.78,0.0,2021-06-06,Lucas Oliveira,RJ,1,cartao_credito,1,-22.25,-42.66
65b267f10c009c70acadcd64,Cubo mágico 8x8,brinquedos,18.41,1.2690539275,2021-06-06,Camila Ribeiro,MG,5,boleto,1,-18.1,-44.38
65b267f10c009c70acadcd65,Cama box,moveis,988.27,53.15350891,2021-06-06,Larissa Alves,BA,5,cartao_credito,1,-13.29,-41.71
65b267f10c009c70acadcd66,TV Led UHD 4K,eletronicos,2421.45,129.2180537096,2022-06-06,Thiago Silva,PE,5,cartao_credito,2,-8.38,-37.86
65b267f10c009c70acadcd67,Impressora,eletronicos,493.14,23.8426605022,2022-06-06,João Souza,PR,5,cartao_credito,4,-24.89,-51.55
65b267f10c009c70acadcd68,Xadrez de madeira,brinquedos,28.03,0.0,2022-06-06,Mariana Ferreira,ES,1,boleto,1,-19.19,-40.34
65b267f10c009c70acadcd69,Lava louças,eletrodomesticos,1635.2,94.8714902759,2022-06-06,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
65b267f10c009c70acadcd6a,Bola de vôlei,esporte e lazer,77.47,10.3669798256,2022-06-06,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
65b267f10c009c70acadcd6b,Jogo de tabuleiro,brinquedos,217.87,9.1853611255,2022-06-06,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd6c,TV Led UHD 4K,eletronicos,2854.98,149.603535134,2022-06-06,Rafael Costa,SP,1,cartao_credito,10,-22.19,-48.79
65b267f10c009c70acadcd6d,Micro-ondas,eletrodomesticos,721.26,35.9893642251,2022-06-06,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd6e,Smartwatch,eletronicos,282.7,12.6373635907,2022-06-06,Felipe Santos,SC,5,cartao_credito,6,-27.45,-50.95
65b267f10c009c70acadcd78,Pandeiro,instrumentos musicais,93.3,2.5523833823,2021-07-06,Felipe Santos,SP,1,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd79,Jogo de tabuleiro,brinquedos,163.82,9.6113373383,2021-07-06,Lucas Oliveira,PR,5,cartao_credito,4,-24.89,-51.55
65b267f10c009c70acadcd7a,Bola de vôlei,esporte e lazer,69.9,1.306403779,2021-07-06,Juliana Costa,RJ,4,cartao_credito,2,-22.25,-42.66
65b267f10c009c70acadcd7b,Pandeiro,instrumentos musicais,58.02,4.0292382846,2021-07-06,Beatriz Moraes,RS,5,cartao_credito,4,-30.17,-53.5
65b267f10c009c70acadcd7c,Mesa de centro,moveis,210.29,11.4804357715,2021-07-06,Felipe Santos,CE,5,cartao_credito,12,-5.2,-39.53
65b267f10c009c70acadcd7d,Bicicleta,esporte e lazer,653.29,32.3701662063,2021-07-06,Isabella Pereira,SC,4,cartao_credito,2,-27.45,-50.95
65b267f10c009c70acadcd7e,Mesa de jantar,moveis,339.27,18.596211364,2021-07-06,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
65b267f10c009c70acadcd7f,Headset,eletronicos,125.75,4.2802482596,2021-07-06,Thiago Silva,SP,4,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd80,Lava louças,eletrodomesticos,1560.66,83.3835758134,2021-07-06,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd81,Copo térmico,esporte e lazer,32.96,3.1541361896,2021-07-06,Thiago Silva,SP,5,cartao_credito,7,-22.19,-48.79
65b267f10c009c70acadcd82,Panela de pressão,utilidades domesticas,127.92,4.3957942314,2021-07-06,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd83,Faqueiro,utilidades domesticas,77.51,5.0155894936,2021-07-06,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd84,TV Led UHD 4K,eletronicos,3515.39,184.7683808541,2021-07-06,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd85,Jogo de tabuleiro,brinquedos,239.71,19.1434507207,2021-07-06,Felipe Santos,GO,5,cartao_credito,1,-15.98,-49.86
65b267f10c009c70acadcd86,Secadora de roupas,eletrodomesticos,1476.01,76.1775311324,2021-07-06,Bianca Santos,RJ,5,cartao_credito,12,-22.25,-42.66
65b267f10c009c70acadcd87,Copo térmico,esporte e lazer,89.19,7.9129155032,2022-07-06,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd88,Mesa de centro,moveis,182.2,14.1816405807,2022-07-06,Felipe Santos,SP,1,cartao_credito,10,-22.19,-48.79
65b267f10c009c70acadcd89,Fogão,eletrodomesticos,533.01,25.9656180571,2022-07-06,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
65b267f10c009c70acadcd8a,Impressora,eletronicos,373.29,17.4610085594,2022-07-06,Juliana Costa,MA,5,cartao_credito,3,-5.42,-45.44
65b267f10c009c70acadcd8d,Impressora,eletronicos,499.72,27.5484344727,2021-08-06,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd8e,Kit banquetas,moveis,325.7,17.6256710716,2021-08-06,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcd8f,Micro-ondas,eletrodomesticos,469.58,22.5881613802,2021-08-06,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcd90,Cama box,moveis,447.64,24.3665878433,2021-08-06,Bianca Santos,BA,4,cartao_credito,1,-13.29,-41.71
65b267f10c009c70acadcd91,Blocos de montar,brinquedos,32.78,2.0285622932,2021-08-06,Bianca Santos,PR,4,cartao_credito,3,-24.89,-51.55
65b267f10c009c70acadcd92,Lavadora de roupas,eletrodomesticos,1667.28,86.3620832151,2021-08-06,Felipe Santos,DF,3,cartao_credito,5,-15.83,-47.86
65b267f10c009c70acadcd93,Bicicleta,esporte e lazer,389.13,22.1191171864,2021-08-06,Bruno Rodrigues,SP,1,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcd94,Boneca bebê,brinquedos,75.55,12.1004581084,2021-08-06,Larissa Alves,SP,4,cartao_credito,10,-22.19,-48.79
65b267f10c009c70acadcd95,Modelagem preditiva,livros,87.27,5.1779694817,2021-08-06,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
65b267f10c009c70acadcd96,Fogão,eletrodomesticos,1244.59,63.8551123372,2022-08-06,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
65b267f10c009c70acadcd97,Bola de vôlei,esporte e lazer,50.51,3.2206100707,2022-08-06,Juliana Costa,MG,5,cartao_credito,4,-18.1,-44.38
65b267f10c009c70acadcd98,Bicicleta,esporte e lazer,969.21,52.1386212502,2022-08-06,Bianca Santos,MG,5,cartao_credito,1,-18.1,-44.38
65b267f10c009c70acadcd99,Celular Plus X42,eletronicos,2684.08,143.4502897289,2022-08-06,Isabella Pereira,RJ,4,cartao_credito,4,-22.25,-42.66
65b267f10c009c70acadcd9a,Impressora,eletronicos,396.02,21.6179781371,2022-08-06,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcda7,Xadrez de madeira,brinquedos,29.87,0.0,2021-09-06,Bianca Santos,SC,5,cartao_credito,8,-27.45,-50.95
65b267f10c009c70acadcda8,Mesa de centro,moveis,245.85,14.4898882305,2021-09-06,Beatriz Moraes,RJ,4,cartao_credito,6,-22.25,-42.66
65b267f10c009c70acadcda9,Violão,instrumentos musicais,304.95,13.8221091537,2021-09-06,Larissa Alves,RJ,4,boleto,1,-22.25,-42.66
65b267f10c009c70acadcdaa,Headset,eletronicos,230.23,12.9460670258,2021-09-06,Bianca Santos,MG,5,cartao_credito,7,-18.1,-44.38
65b267f10c009c70acadcdab,Dashboards com Power BI,livros,48.51,0.0,2021-09-06,Felipe Santos,SP,4,cartao_credito,2,-22.19,-48.79
65b267f10c009c70acadcdac,Bola de vôlei,esporte e lazer,53.26,0.0,2021-09-06,Thiago Silva,PR,4,cartao_credito,1,-24.89,-51.55
65b267f10c009c70acadcdad,Impressora,eletronicos,357.48,19.565839081,2021-09-06,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcdae,Poltrona,moveis,267.89,11.8487756451,2021-09-06,Pedro Gomes,SP,1,boleto,1,-22.19,-48.79
65b267f10c009c70acadcdaf,Guarda roupas,moveis,653.87,32.4010494615,2021-09-06,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcdb0,Poltrona,moveis,349.98,19.166486644,2022-09-06,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
65b267f10c009c70acadcdb1,Mesa de centro,moveis,195.75,10.9542031301,2022-09-06,Beatriz Moraes,SP,5,cartao_credito,4,-22.19,-48.79
65b267f10c009c70acadcdb2,Micro-ondas,eletrodomesticos,751.38,40.2918504544,2022-09-06,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcdb3,Carrinho controle remoto,brinquedos,117.83,3.8585320862,2022-09-06,Beatriz Moraes,DF,5,cartao_credito,3,-15.83,-47.86
65b267f10c009c70acadcdb4,Dashboards com Power BI,livros,55.51,3.4868450286,2022-09-06,Bruno Rodrigues,CE,5,cartao_credito,3,-5.2,-39.53
65b267f10c009c70acadcdbd,Boneca bebê,brinquedos,78.17,5.0507325081,2021-10-06,João Souza,RJ,1,cartao_credito,10,-22.25,-42.66
65b267f10c009c70acadcdbe,Tablet ABXY,eletronicos,1110.62,59.6682783318,2021-10-06,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcdbf,Dinossauro Rex,brinquedos,20.65,0.0,2021-10-06,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcdc0,Cômoda,moveis,314.85,23.0067506907,2021-10-06,Isabella Pereira,GO,3,boleto,1,-15.98,-49.86
65b267f10c009c70acadcdc1,Lavadora de roupas,eletrodomesticos,1912.38,102.3595863141,2021-10-06,Thiago Silva,PB,4,cartao_credito,4,-7.28,-36.72
65b267f10c009c70acadcdc2,Bola de basquete,esporte e lazer,62.58,0.0,2021-10-06,Lucas Oliveira,RS,5,cartao_credito,1,-30.17,-53.5
65b267f10c009c70acadcdc3,Guitarra,instrumentos musicais,946.27,47.9704698042,2022-10-06,Bianca Santos,BA,1,cartao_credito,2,-13.29,-41.71
65b267f10c009c70acadcdc4,Fogão,eletrodomesticos,1229.5,63.051615234,2022-10-06,Pedro Gomes,MG,1,cartao_credito,1,-18.1,-44.38
65b267f10c009c70acadcdc5,Celular Plus X42,eletronicos,3229.42,169.5413386673,2022-10-06,Rafael Costa,RR,3,cartao_credito,10,1.99,-61.33
65b267f10c009c70acadcdc6,Celular ABXY,eletronicos,1561.71,84.0447744209,2022-10-06,Larissa Alves,MG,4,boleto,1,-18.1,-44.38
65b267f10c009c70acadcdc7,Faqueiro,utilidades domesticas,73.4,1.4927682496,2022-10-06,Thiago Silva,SP,4,cartao_credito,6,-22.19,-48.79
65b267f10c009c70acadcdc8,Jogo de copos,utilidades domesticas,52.37,9.0304803365,2022-10-06,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
65b267f10c009c70acadcdd1,Micro-ondas,eletrodomesticos,557.05,27.2456757351,2021-11-06,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcdd2,Violão,instrumentos musicais,580.55,31.4436454964,2021-11-06,Camila Ribeiro,RJ,5,boleto,1,-22.25,-42.66
65b267f10c009c70acadcdd3,Bola de vôlei,esporte e lazer,79.62,5.1279406459,2021-11-06,Isabella Pereira,GO,1,cartao_debito,1,-15.98,-49.86
65b267f10c009c70acadcdd4,Headset,eletronicos,102.14,5.9697522468,2021-11-06,Isabella Pereira,RS,5,boleto,1,-30.17,-53.5
65b267f10c009c70acadcdd5,Dinossauro Rex,brinquedos,23.21,5.7159013868,2021-11-06,Camila Ribeiro,BA,5,cartao_credito,1,-13.29,-41.71
65b267f10c009c70acadcdd6,Ciência de dados com python,livros,66.03,11.0714791409,2021-11-06,Bianca Santos,PR,5,cartao_credito,10,-24.89,-51.55
65b267f10c009c70acadcdd7,Impressora,eletronicos,422.01,31.5651492885,2021-11-06,Bianca Santos,PR,5,cartao_credito,2,-24.89,-51.55
65b267f10c009c70acadcdd8,Geladeira,eletrodomesticos,3171.14,169.1424417429,2021-11-06,Bianca Santos,ES,5,cupom,1,-19.19,-40.34
65b267f10c009c70acadcdd9,Carrinho controle remoto,brinquedos,111.41,6.2153732425,2021-11-06,Pedro Gomes,MG,4,cartao_credito,2,-18.1,-44.38
65b267f10c009c70acadcdda,Cadeira de escritório,moveis,318.02,14.5180473338,2021-11-06,Felipe Santos,ES,5,boleto,1,-19.19,-40.34
65b267f10c009c70acadcddb,Mesa de centro,moveis,278.16,12.3956222488,2021-11-06,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcddc,Impressora,eletronicos,340.07,15.6921434985,2021-11-06,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
65b267f10c009c70acadcddd,Mesa de jantar,moveis,304.01,19.351434238,2021-11-06,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
65b267f10c009c70acadcdde,Bola de basquete,esporte e lazer,56.48,0.0,2021-11-06,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcddf,Kit banquetas,moveis,321.94,14.7267755409,2021-11-06,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
65b267f10c009c70acadcde0,Sofá retrátil,moveis,846.04,46.7018791224,2022-11-06,Beatriz Moraes,SC,5,cartao_credito,2,-27.45,-50.95
65b267f10c009c70acadcde1,Carrinho controle remoto,brinquedos,107.31,5.9970605769,2022-11-06,Thiago Silva,SP,2,cartao_credito,6,-22.19,-48.79
65b267f10c009c70acadcde2,Bola de basquete,esporte e lazer,72.34,1.4363264385,2022-11-06,Beatriz Moraes,SP,5,cartao_debito,1,-22.19,-48.79
65b267f10c009c70acadcde3,Blocos de montar,brinquedos,54.04,9.1194028125,2022-11-06,Felipe Santos,PR,5,cartao_credito,3,-24.89,-51.55
65b267f10c009c70acadcde4,Cama king,moveis,774.5,47.6194093565,2022-11-06,Larissa Alves,PA,4,boleto,1,-3.79,-52.48
65b267f10c009c70acadcde5,Headset,eletronicos,260.42,14.1497074602,2022-11-06,João Souza,SP,4,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcde6,Bateria,instrumentos musicais,686.53,34.140096207,2022-11-06,Beatriz Moraes,SP,4,cartao_credito,2,-22.19,-48.79
65b267f10c009c70acadcde7,Sofá retrátil,moveis,956.32,48.5056020698,2022-11-06,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
65b267f10c009c70acadcde8,Jogo de copos,utilidades domesticas,30.92,7.8883323668,2022-11-06,Thiago Silva,RN,5,cartao_credito,2,-5.81,-36.59
65b267f10c009c70acadcdf4,Bateria,instrumentos musicais,1100.39,56.176896149,2021-12-06,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
65b267f10c009c70acadcdf5,Mochila,esporte e lazer,123.26,14.11880447,2021-12-06,Lucas Oliveira,RJ,5,cupom,1,-22.25,-42.66
65b267f10c009c70acadcdf6,Geladeira,eletrodomesticos,2516.02,131.5549348625,2021-12-06,Thiago Silva,RJ,1,cartao_credito,3,-22.25,-42.66
65b267f10c009c70acadcdf7,Secadora de roupas,eletrodomesticos,1614.22,83.536797841,2021-12-06,Felipe Santos,PB,5,boleto,1,-7.28,-36.72
65b267f10c009c70acadcdf8,Guarda roupas,moveis,612.12,30.1779875623,2021-12-06,Thiago Silva,RS,2,cartao_credito,1,-30.17,-53.5
65b267f10c009c70acadcdf9,Celular ABXY,eletronicos,1230.23,63.0904855379,2021-12-06,Mariana Ferreira,SP,3,cupom,1,-22.19,-48.79
65b267f10c009c70acadcdfa,Cama king,moveis,983.18,52.6345031064,2021-12-06,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
65b267f10c009c70acadcdfb,Secadora de roupas,eletrodomesticos,1923.05,102.9228921788,2021-12-06,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
65b267f10c009c70acadcdfc,Assistente virtual,eletronicos,220.41,9.3206084841,2021-12-06,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcdfd,Smartwatch,eletronicos,178.2,9.7717398112,2021-12-06,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadcdfe,Smart TV,eletronicos,2013.97,107.9248558158,2021-12-06,Felipe Santos,SP,2,boleto,1,-22.19,-48.79
65b267f10c009c70acadcdff,Lava louças,eletrodomesticos,1507.62,80.8073339955,2021-12-06,Pedro Gomes,RJ,1,boleto,1,-22.25,-42.66
65b267f10c009c70acadce00,Celular Plus X42,eletronicos,3324.84,177.7247396896,2021-12-06,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
65b267f10c009c70acadce01,Corda de pular,esporte e lazer,31.59,0.0,2022-12-06,Larissa Alves,MG,5,cartao_credito,10,-18.1,-44.38
65b267f10c009c70acadce02,Mesa de jantar,moveis,353.06,19.687798028,2022-12-06,Pedro Gomes,RS,1,cartao_credito,6,-30.17,-53.5
65b267f10c009c70acadce03,Bola de basquete,esporte e lazer,66.62,1.1317536465,2022-12-06,Felipe Santos,RS,4,boleto,1,-30.17,-53.5
65b267f10c009c70acadce04,Guitarra,instrumentos musicais,918.03,49.4134402203,2022-12-06,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
